Date,0
1995-09-30,-3.0184632477273468
1995-12-31,-40.75331450116529
1996-03-31,30.624060128818968
1996-06-30,1.7988249149442197
1996-09-30,-3.2736957182813953
1996-12-31,79.95815133523516
1997-03-31,-142.7904403393826
1997-06-30,97.59473152526468
1997-09-30,-52.36240107997174
1997-12-31,0.6655969616866138
1998-03-31,56.15332804248487
1998-06-30,-61.56700826878857
1998-09-30,6.790642328577977
1998-12-31,99.61340001089948
1999-03-31,-136.5948466968942
1999-06-30,109.48591495712616
1999-09-30,-69.79523056123936
1999-12-31,-39.68821582733118
2000-03-31,71.798486763144
2000-06-30,-22.263966631020438
2000-09-30,86.34048339942711
2000-12-31,-130.21930917643311
2001-03-31,63.602078310225195
2001-06-30,-30.179397435044486
2001-09-30,-21.045179720486075
2001-12-31,84.60829655989463
2002-03-31,-43.570486117285014
2002-06-30,74.12988057971307
2002-09-30,-112.52300366729378
2002-12-31,-35.015665876046704
2003-03-31,97.60812377402067
2003-06-30,-72.2555834067235
2003-09-30,30.039010624819795
2003-12-31,141.55712415990186
2004-03-31,-175.3428787878359
2004-06-30,111.6252084434297
2004-09-30,-175.26788548233242
2004-12-31,252.79061120406033
2005-03-31,-250.50232174180107
2005-06-30,-90.72405609499995
2005-09-30,477.69305229226137
2005-12-31,-432.5515173574187
2006-03-31,464.4102468150575
2006-06-30,-439.3574365380994
2006-09-30,94.87686656878276
2006-12-31,-99.88913279734672
2007-03-31,128.27967733697125
2007-06-30,252.17214756337313
2007-09-30,-615.9081427997196
2007-12-31,806.527615822968
2008-03-31,-779.3002725093955
2008-06-30,399.3015333512248
2008-09-30,242.22256340936372
2008-12-31,-276.0723621286437
2009-03-31,-426.8805107586045
2009-06-30,417.4103032259154
2009-09-30,232.60660267369104
2009-12-31,-618.5805526028513
2010-03-31,903.2131359728187
2010-06-30,-636.7575461823103
2010-09-30,-6.400881441635477
2010-12-31,11.922571936919155
2011-03-31,378.0737401224651
2011-06-30,-501.6738937536265
2011-09-30,200.46507180166205
2011-12-31,141.57118211785053
2012-03-31,-349.3472029738558
2012-06-30,598.0450239033063
2012-09-30,-457.82611871029115
2012-12-31,-105.11270366265856
2013-03-31,426.63753234464434
2013-06-30,-358.1604111679359
2013-09-30,-40.87234042867969
2013-12-31,468.2623593358737
2014-03-31,-352.0356724289935
2014-06-30,-52.31582932945085
2014-09-30,319.13667981195636
2014-12-31,-351.85777743616455
2015-03-31,-81.30664045218379
2015-06-30,560.0637988721231
2015-09-30,-551.1977648180548
2015-12-31,323.7637388534976
2016-03-31,14.52042099982583
2016-06-30,-472.7431091815104
2016-09-30,589.0064458239267
2016-12-31,-399.0694180184908
2017-03-31,301.4160537180571
2017-06-30,-44.080456623285045
2017-09-30,-268.5002250364345
2017-12-31,256.58288075353335
2018-03-31,-298.8262264283235
2018-06-30,635.8905469123586
2018-09-30,-690.3346231456509
2018-12-31,211.95451709857286
2019-03-31,4.634414716514883
2019-06-30,-148.35220767451727
2019-09-30,494.3488201426799
2019-12-31,-287.42733565987174
2020-03-31,422.00206598745314
2020-06-30,-941.2177323313015
2020-09-30,384.6574824529558
2020-12-31,317.9633339300685
2021-03-31,-367.2104455472228
2021-06-30,317.6128045022364
2021-09-30,87.35837679882763
2021-12-31,-406.21890472479316
2022-03-31,212.54081155467784
2022-06-30,-287.17247431256874
2022-09-30,561.4910497432653
2022-12-31,-334.27133132767403
2023-03-31,-183.97963453409284
2023-06-30,211.36900158096876
2023-09-30,-69.7076758917018
2023-12-31,64.08831685489105
